2026-02-09 22:38:01 | INFO     | src.settings:log_config:102 | ============================================================
2026-02-09 22:38:01 | INFO     | src.settings:log_config:103 | PDV Sync Agent Configuration
2026-02-09 22:38:01 | INFO     | src.settings:log_config:104 | ============================================================
2026-02-09 22:38:01 | INFO     | src.settings:log_config:105 | SQL Server: DESKTOP-EGBRLLG\HIPER
2026-02-09 22:38:01 | INFO     | src.settings:log_config:106 | Database: HiperPdv
2026-02-09 22:38:01 | INFO     | src.settings:log_config:107 | Auth Mode: Windows Authentication (Trusted)
2026-02-09 22:38:01 | INFO     | src.settings:log_config:108 | ODBC Driver: ODBC Driver 17 for SQL Server
2026-02-09 22:38:01 | INFO     | src.settings:log_config:109 | ------------------------------------------------------------
2026-02-09 22:38:01 | INFO     | src.settings:log_config:110 | Store ID: 10
2026-02-09 22:38:01 | INFO     | src.settings:log_config:111 | Store Alias: Loja 01
2026-02-09 22:38:01 | INFO     | src.settings:log_config:112 | ------------------------------------------------------------
2026-02-09 22:38:01 | INFO     | src.settings:log_config:113 | API Endpoint: https://webhook.soclick.click/webhook/1276580b-9957-402a-8ad6-bb13b9e0d349
2026-02-09 22:38:01 | INFO     | src.settings:log_config:114 | API Token: ********...AQUI
2026-02-09 22:38:01 | INFO     | src.settings:log_config:115 | Timeout: 15s
2026-02-09 22:38:01 | INFO     | src.settings:log_config:116 | ------------------------------------------------------------
2026-02-09 22:38:01 | INFO     | src.settings:log_config:117 | Sync Window: 10 minutes
2026-02-09 22:38:01 | INFO     | src.settings:log_config:118 | State File: data\state.json
2026-02-09 22:38:01 | INFO     | src.settings:log_config:119 | Outbox Dir: data\outbox
2026-02-09 22:38:01 | INFO     | src.settings:log_config:120 | ============================================================
2026-02-09 22:38:01 | INFO     | src.runner:run:49 | ============================================================
2026-02-09 22:38:01 | INFO     | src.runner:run:50 | Starting PDV Sync
2026-02-09 22:38:01 | INFO     | src.runner:run:51 | ============================================================
2026-02-09 22:38:01 | INFO     | src.sender:list_pending:74 | Found 0 pending payloads in outbox
2026-02-09 22:38:01 | INFO     | src.state:load:47 | Loaded state: last_sync_to=None
2026-02-09 22:38:01 | INFO     | src.state:calculate_window:99 | No previous sync, using window of 10 minutes
2026-02-09 22:38:01 | INFO     | src.state:calculate_window:105 | Sync window: 2026-02-09 22:28:01.791082 -> 2026-02-09 22:38:01.791082
